"source","target","weight","type"
"see","wors",51,"undirected"
"feel","wors",54,"undirected"
"think","wors",84,"undirected"
"look","wors",57,"undirected"
"mind","wors",12,"undirected"
"see","trick",13,"undirected"
"feel","trick",11,"undirected"
"think","trick",21,"undirected"
"look","trick",20,"undirected"
"mind","trick",11,"undirected"
"see","strength",23,"undirected"
"feel","strength",46,"undirected"
"think","strength",22,"undirected"
"look","strength",27,"undirected"
"mind","strength",13,"undirected"
"see","fade",35,"undirected"
"feel","fade",35,"undirected"
"think","fade",23,"undirected"
"look","fade",26,"undirected"
"mind","fade",17,"undirected"
"see","attack",55,"undirected"
"feel","attack",39,"undirected"
"think","attack",59,"undirected"
"look","attack",49,"undirected"
"mind","attack",16,"undirected"
"see","extrem",12,"undirected"
"feel","extrem",17,"undirected"
"think","extrem",7,"undirected"
"look","extrem",16,"undirected"
"mind","extrem",1,"undirected"
"see","protect",63,"undirected"
"feel","protect",62,"undirected"
"think","protect",68,"undirected"
"look","protect",41,"undirected"
"mind","protect",17,"undirected"
"see","highest",2,"undirected"
"feel","highest",3,"undirected"
"think","highest",3,"undirected"
"look","highest",5,"undirected"
"mind","highest",1,"undirected"
"see","prey",5,"undirected"
"feel","prey",2,"undirected"
"think","prey",5,"undirected"
"look","prey",4,"undirected"
"mind","prey",3,"undirected"
"see","forc",117,"undirected"
"feel","forc",129,"undirected"
"think","forc",126,"undirected"
"look","forc",145,"undirected"
"mind","forc",52,"undirected"
"see","groan",14,"undirected"
"feel","groan",24,"undirected"
"think","groan",20,"undirected"
"look","groan",17,"undirected"
"mind","groan",6,"undirected"
"see","stress",8,"undirected"
"feel","stress",13,"undirected"
"think","stress",9,"undirected"
"look","stress",9,"undirected"
"mind","stress",2,"undirected"
"see","structur",44,"undirected"
"feel","structur",7,"undirected"
"think","structur",14,"undirected"
"look","structur",20,"undirected"
"mind","structur",8,"undirected"
"see","minor",6,"undirected"
"feel","minor",6,"undirected"
"think","minor",6,"undirected"
"look","minor",8,"undirected"
"mind","minor",1,"undirected"
"see","handl",32,"undirected"
"feel","handl",44,"undirected"
"think","handl",35,"undirected"
"look","handl",43,"undirected"
"mind","handl",7,"undirected"
"see","world",199,"undirected"
"feel","world",162,"undirected"
"think","world",200,"undirected"
"look","world",134,"undirected"
"mind","world",53,"undirected"
"see","edg",174,"undirected"
"feel","edg",100,"undirected"
"think","edg",84,"undirected"
"look","edg",148,"undirected"
"mind","edg",22,"undirected"
"see","pop",40,"undirected"
"feel","pop",31,"undirected"
"think","pop",26,"undirected"
"look","pop",46,"undirected"
"mind","pop",15,"undirected"
"see","primari",4,"undirected"
"feel","primari",4,"undirected"
"think","primari",10,"undirected"
"look","primari",5,"undirected"
"mind","primari",2,"undirected"
"see","entir",87,"undirected"
"feel","entir",65,"undirected"
"think","entir",63,"undirected"
"look","entir",85,"undirected"
"mind","entir",15,"undirected"
"see","contact",43,"undirected"
"feel","contact",37,"undirected"
"think","contact",46,"undirected"
"look","contact",45,"undirected"
"mind","contact",10,"undirected"
"see","drill",11,"undirected"
"feel","drill",10,"undirected"
"think","drill",7,"undirected"
"look","drill",6,"undirected"
"mind","drill",1,"undirected"
"see","mental",28,"undirected"
"feel","mental",39,"undirected"
"think","mental",42,"undirected"
"look","mental",32,"undirected"
"mind","mental",24,"undirected"
"see","instinct",25,"undirected"
"feel","instinct",44,"undirected"
"think","instinct",22,"undirected"
"look","instinct",26,"undirected"
"mind","instinct",9,"undirected"
"see","delay",11,"undirected"
"feel","delay",10,"undirected"
"think","delay",8,"undirected"
"look","delay",9,"undirected"
"mind","delay",4,"undirected"
"see","leap",30,"undirected"
"feel","leap",23,"undirected"
"think","leap",16,"undirected"
"look","leap",21,"undirected"
"mind","leap",7,"undirected"
"see","main",77,"undirected"
"feel","main",19,"undirected"
"think","main",36,"undirected"
"look","main",52,"undirected"
"mind","main",9,"undirected"
"see","numb",10,"undirected"
"feel","numb",74,"undirected"
"think","numb",15,"undirected"
"look","numb",25,"undirected"
"mind","numb",16,"undirected"
"see","spi",9,"undirected"
"feel","spi",9,"undirected"
"think","spi",14,"undirected"
"look","spi",20,"undirected"
"mind","spi",4,"undirected"
"see","track",63,"undirected"
"feel","track",28,"undirected"
"think","track",37,"undirected"
"look","track",52,"undirected"
"mind","track",11,"undirected"
"see","group",83,"undirected"
"feel","group",37,"undirected"
"think","group",50,"undirected"
"look","group",67,"undirected"
"mind","group",8,"undirected"
"see","troop",12,"undirected"
"feel","troop",10,"undirected"
"think","troop",7,"undirected"
"look","troop",11,"undirected"
"see","rescu",22,"undirected"
"feel","rescu",15,"undirected"
"think","rescu",37,"undirected"
"look","rescu",29,"undirected"
"mind","rescu",6,"undirected"
"see","save",40,"undirected"
"feel","save",53,"undirected"
"think","save",74,"undirected"
"look","save",49,"undirected"
"mind","save",19,"undirected"
"see","rippl",11,"undirected"
"feel","rippl",28,"undirected"
"think","rippl",11,"undirected"
"look","rippl",11,"undirected"
"mind","rippl",5,"undirected"
"see","waver",11,"undirected"
"feel","waver",6,"undirected"
"think","waver",4,"undirected"
"look","waver",8,"undirected"
"mind","waver",1,"undirected"
"see","tighten",34,"undirected"
"feel","tighten",45,"undirected"
"think","tighten",10,"undirected"
"look","tighten",32,"undirected"
"mind","tighten",1,"undirected"
"see","wrench",11,"undirected"
"feel","wrench",10,"undirected"
"think","wrench",12,"undirected"
"look","wrench",8,"undirected"
"mind","wrench",4,"undirected"
"see","trap",46,"undirected"
"feel","trap",37,"undirected"
"think","trap",46,"undirected"
"look","trap",23,"undirected"
"mind","trap",11,"undirected"
"see","adrenalin",10,"undirected"
"feel","adrenalin",36,"undirected"
"think","adrenalin",14,"undirected"
"look","adrenalin",7,"undirected"
"mind","adrenalin",11,"undirected"
"see","curv",50,"undirected"
"feel","curv",17,"undirected"
"think","curv",25,"undirected"
"look","curv",44,"undirected"
"mind","curv",4,"undirected"
"see","whoever",14,"undirected"
"feel","whoever",13,"undirected"
"think","whoever",12,"undirected"
"look","whoever",9,"undirected"
"mind","whoever",2,"undirected"
"see","task",17,"undirected"
"feel","task",13,"undirected"
"think","task",31,"undirected"
"look","task",15,"undirected"
"mind","task",10,"undirected"
"see","fulli",29,"undirected"
"feel","fulli",35,"undirected"
"think","fulli",22,"undirected"
"look","fulli",25,"undirected"
"mind","fulli",11,"undirected"
"see","recov",12,"undirected"
"feel","recov",14,"undirected"
"think","recov",16,"undirected"
"look","recov",15,"undirected"
"mind","recov",2,"undirected"
"see","alien",63,"undirected"
"feel","alien",51,"undirected"
"think","alien",83,"undirected"
"look","alien",81,"undirected"
"mind","alien",29,"undirected"
"see","loom",21,"undirected"
"feel","loom",10,"undirected"
"think","loom",15,"undirected"
"look","loom",15,"undirected"
"mind","loom",11,"undirected"
"see","relax",32,"undirected"
"feel","relax",70,"undirected"
"think","relax",47,"undirected"
"look","relax",58,"undirected"
"mind","relax",19,"undirected"
"see","defens",14,"undirected"
"feel","defens",12,"undirected"
"think","defens",17,"undirected"
"look","defens",14,"undirected"
"mind","defens",8,"undirected"
"see","jaw",43,"undirected"
"feel","jaw",27,"undirected"
"think","jaw",26,"undirected"
"look","jaw",61,"undirected"
"mind","jaw",6,"undirected"
"see","confin",7,"undirected"
"feel","confin",13,"undirected"
"think","confin",10,"undirected"
"look","confin",5,"undirected"
"mind","confin",4,"undirected"
"see","burn",106,"undirected"
"feel","burn",113,"undirected"
"think","burn",64,"undirected"
"look","burn",71,"undirected"
"mind","burn",32,"undirected"
"see","distanc",123,"undirected"
"feel","distanc",46,"undirected"
"think","distanc",52,"undirected"
"look","distanc",89,"undirected"
"mind","distanc",12,"undirected"
"see","run",235,"undirected"
"feel","run",141,"undirected"
"think","run",173,"undirected"
"look","run",231,"undirected"
"mind","run",53,"undirected"
"see","set",184,"undirected"
"feel","set",92,"undirected"
"think","set",141,"undirected"
"look","set",224,"undirected"
"mind","set",43,"undirected"
"see","facil",7,"undirected"
"feel","facil",6,"undirected"
"think","facil",7,"undirected"
"look","facil",6,"undirected"
"mind","facil",2,"undirected"
"see","scout",5,"undirected"
"feel","scout",5,"undirected"
"think","scout",9,"undirected"
"look","scout",8,"undirected"
"mind","scout",2,"undirected"
"see","nearest",32,"undirected"
"feel","nearest",14,"undirected"
"think","nearest",19,"undirected"
"look","nearest",27,"undirected"
"mind","nearest",6,"undirected"
"see","tactic",18,"undirected"
"feel","tactic",4,"undirected"
"think","tactic",13,"undirected"
"look","tactic",22,"undirected"
"mind","tactic",6,"undirected"
"see","activ",26,"undirected"
"feel","activ",18,"undirected"
"think","activ",21,"undirected"
"look","activ",33,"undirected"
"mind","activ",15,"undirected"
"see","assess",9,"undirected"
"feel","assess",6,"undirected"
"think","assess",10,"undirected"
"look","assess",15,"undirected"
"mind","assess",3,"undirected"
"see","scroll",15,"undirected"
"feel","scroll",7,"undirected"
"think","scroll",9,"undirected"
"look","scroll",16,"undirected"
"mind","scroll",4,"undirected"
"see","manual",5,"undirected"
"feel","manual",6,"undirected"
"think","manual",6,"undirected"
"look","manual",6,"undirected"
"see","perceiv",10,"undirected"
"feel","perceiv",7,"undirected"
"think","perceiv",6,"undirected"
"look","perceiv",4,"undirected"
"mind","perceiv",3,"undirected"
"see","devic",21,"undirected"
"feel","devic",18,"undirected"
"think","devic",20,"undirected"
"look","devic",35,"undirected"
"mind","devic",7,"undirected"
"see","giant",29,"undirected"
"feel","giant",14,"undirected"
"think","giant",20,"undirected"
"look","giant",32,"undirected"
"mind","giant",3,"undirected"
"see","massiv",24,"undirected"
"feel","massiv",15,"undirected"
"think","massiv",21,"undirected"
"look","massiv",20,"undirected"
"mind","massiv",5,"undirected"
"see","correct",32,"undirected"
"feel","correct",19,"undirected"
"think","correct",45,"undirected"
"look","correct",42,"undirected"
"mind","correct",7,"undirected"
"see","territori",7,"undirected"
"feel","territori",11,"undirected"
"think","territori",8,"undirected"
"look","territori",7,"undirected"
"mind","territori",2,"undirected"
"see","billion",10,"undirected"
"feel","billion",3,"undirected"
"think","billion",6,"undirected"
"look","billion",5,"undirected"
"mind","billion",5,"undirected"
"see","navig",9,"undirected"
"feel","navig",6,"undirected"
"think","navig",6,"undirected"
"look","navig",3,"undirected"
"mind","navig",3,"undirected"
"see","decis",31,"undirected"
"feel","decis",38,"undirected"
"think","decis",58,"undirected"
"look","decis",26,"undirected"
"mind","decis",10,"undirected"
"see","motion",63,"undirected"
"feel","motion",35,"undirected"
"think","motion",39,"undirected"
"look","motion",80,"undirected"
"mind","motion",11,"undirected"
"see","puzzl",21,"undirected"
"feel","puzzl",19,"undirected"
"think","puzzl",28,"undirected"
"look","puzzl",96,"undirected"
"mind","puzzl",10,"undirected"
"see","gotten",46,"undirected"
"feel","gotten",40,"undirected"
"think","gotten",63,"undirected"
"look","gotten",59,"undirected"
"mind","gotten",11,"undirected"
"see","record",42,"undirected"
"feel","record",21,"undirected"
"think","record",29,"undirected"
"look","record",41,"undirected"
"mind","record",11,"undirected"
"see","overwhelm",19,"undirected"
"feel","overwhelm",35,"undirected"
"think","overwhelm",12,"undirected"
"look","overwhelm",18,"undirected"
"mind","overwhelm",5,"undirected"
"see","base",72,"undirected"
"feel","base",50,"undirected"
"think","base",46,"undirected"
"look","base",36,"undirected"
"mind","base",17,"undirected"
"see","inward",12,"undirected"
"feel","inward",7,"undirected"
"think","inward",15,"undirected"
"look","inward",13,"undirected"
"mind","inward",6,"undirected"
"see","hidden",34,"undirected"
"feel","hidden",19,"undirected"
"think","hidden",27,"undirected"
"look","hidden",21,"undirected"
"mind","hidden",10,"undirected"
"see","crack",70,"undirected"
"feel","crack",48,"undirected"
"think","crack",46,"undirected"
"look","crack",64,"undirected"
"mind","crack",13,"undirected"
"see","assum",60,"undirected"
"feel","assum",26,"undirected"
"think","assum",39,"undirected"
"look","assum",49,"undirected"
"mind","assum",8,"undirected"
"see","leader",15,"undirected"
"feel","leader",14,"undirected"
"think","leader",23,"undirected"
"look","leader",18,"undirected"
"mind","leader",4,"undirected"
"see","advantag",12,"undirected"
"feel","advantag",9,"undirected"
"think","advantag",15,"undirected"
"look","advantag",8,"undirected"
"mind","advantag",7,"undirected"
"see","fast",88,"undirected"
"feel","fast",46,"undirected"
"think","fast",77,"undirected"
"look","fast",64,"undirected"
"mind","fast",28,"undirected"
"see","regul",4,"undirected"
"feel","regul",2,"undirected"
"think","regul",3,"undirected"
"look","regul",2,"undirected"
"mind","regul",1,"undirected"
"see","slam",54,"undirected"
"feel","slam",28,"undirected"
"think","slam",14,"undirected"
"look","slam",37,"undirected"
"mind","slam",8,"undirected"
"see","grab",158,"undirected"
"feel","grab",94,"undirected"
"think","grab",112,"undirected"
"look","grab",172,"undirected"
"mind","grab",20,"undirected"
"see","mask",40,"undirected"
"feel","mask",25,"undirected"
"think","mask",24,"undirected"
"look","mask",44,"undirected"
"mind","mask",3,"undirected"
"see","implic",5,"undirected"
"feel","implic",4,"undirected"
"think","implic",17,"undirected"
"look","implic",2,"undirected"
"mind","implic",7,"undirected"
"see","averag",6,"undirected"
"feel","averag",2,"undirected"
"think","averag",3,"undirected"
"look","averag",2,"undirected"
"mind","averag",1,"undirected"
"see","stagger",28,"undirected"
"feel","stagger",20,"undirected"
"think","stagger",14,"undirected"
"look","stagger",20,"undirected"
"mind","stagger",9,"undirected"
"see","flinch",41,"undirected"
"feel","flinch",17,"undirected"
"think","flinch",25,"undirected"
"look","flinch",30,"undirected"
"mind","flinch",6,"undirected"
"see","standard",12,"undirected"
"feel","standard",9,"undirected"
"think","standard",9,"undirected"
"look","standard",18,"undirected"
"mind","standard",1,"undirected"
"see","analysi",3,"undirected"
"feel","analysi",1,"undirected"
"think","analysi",9,"undirected"
"look","analysi",4,"undirected"
"mind","analysi",2,"undirected"
"see","wall",289,"undirected"
"feel","wall",141,"undirected"
"think","wall",154,"undirected"
"look","wall",279,"undirected"
"mind","wall",52,"undirected"
"see","broken",63,"undirected"
"feel","broken",53,"undirected"
"think","broken",59,"undirected"
"look","broken",73,"undirected"
"mind","broken",9,"undirected"
"see","vision",96,"undirected"
"feel","vision",53,"undirected"
"think","vision",56,"undirected"
"look","vision",53,"undirected"
"mind","vision",24,"undirected"
"see","problem",62,"undirected"
"feel","problem",45,"undirected"
"think","problem",91,"undirected"
"look","problem",69,"undirected"
"mind","problem",13,"undirected"
"see","sequenc",5,"undirected"
"feel","sequenc",3,"undirected"
"think","sequenc",9,"undirected"
"look","sequenc",2,"undirected"
"mind","sequenc",5,"undirected"
"see","deeper",23,"undirected"
"feel","deeper",22,"undirected"
"think","deeper",20,"undirected"
"look","deeper",18,"undirected"
"mind","deeper",10,"undirected"
"see","concept",5,"undirected"
"feel","concept",3,"undirected"
"think","concept",9,"undirected"
"look","concept",7,"undirected"
"mind","concept",7,"undirected"
"see","erupt",10,"undirected"
"feel","erupt",4,"undirected"
"think","erupt",3,"undirected"
"look","erupt",5,"undirected"
"see","current",21,"undirected"
"feel","current",31,"undirected"
"think","current",19,"undirected"
"look","current",22,"undirected"
"mind","current",10,"undirected"
"see","mission",21,"undirected"
"feel","mission",21,"undirected"
"think","mission",24,"undirected"
"look","mission",27,"undirected"
"mind","mission",8,"undirected"
"see","depth",22,"undirected"
"feel","depth",15,"undirected"
"think","depth",11,"undirected"
"look","depth",13,"undirected"
"mind","depth",2,"undirected"
"see","encount",15,"undirected"
"feel","encount",20,"undirected"
"think","encount",24,"undirected"
"look","encount",8,"undirected"
"mind","encount",9,"undirected"
"see","execut",12,"undirected"
"feel","execut",7,"undirected"
"think","execut",10,"undirected"
"look","execut",13,"undirected"
"mind","execut",6,"undirected"
"see","craft",21,"undirected"
"feel","craft",24,"undirected"
"think","craft",38,"undirected"
"look","craft",34,"undirected"
"mind","craft",2,"undirected"
"see","surround",60,"undirected"
"feel","surround",48,"undirected"
"think","surround",30,"undirected"
"look","surround",42,"undirected"
"mind","surround",9,"undirected"
"see","scenario",11,"undirected"
"feel","scenario",7,"undirected"
"think","scenario",12,"undirected"
"look","scenario",3,"undirected"
"mind","scenario",9,"undirected"
"see","cue",1,"undirected"
"feel","cue",2,"undirected"
"think","cue",4,"undirected"
"look","cue",3,"undirected"
"mind","cue",1,"undirected"
"see","distant",38,"undirected"
"feel","distant",24,"undirected"
"think","distant",35,"undirected"
"look","distant",37,"undirected"
"mind","distant",19,"undirected"
"see","divis",6,"undirected"
"think","divis",4,"undirected"
"look","divis",1,"undirected"
"mind","divis",5,"undirected"
"see","limit",16,"undirected"
"feel","limit",17,"undirected"
"think","limit",23,"undirected"
"look","limit",12,"undirected"
"mind","limit",7,"undirected"
"see","regain",8,"undirected"
"feel","regain",5,"undirected"
"think","regain",11,"undirected"
"look","regain",8,"undirected"
"mind","regain",2,"undirected"
"see","unfortun",6,"undirected"
"feel","unfortun",6,"undirected"
"think","unfortun",14,"undirected"
"look","unfortun",10,"undirected"
"mind","unfortun",2,"undirected"
"see","issu",12,"undirected"
"feel","issu",5,"undirected"
"think","issu",27,"undirected"
"look","issu",14,"undirected"
"mind","issu",4,"undirected"
"see","coordin",6,"undirected"
"think","coordin",3,"undirected"
"look","coordin",6,"undirected"
"mind","coordin",3,"undirected"
"see","worth",19,"undirected"
"feel","worth",13,"undirected"
"think","worth",42,"undirected"
"look","worth",23,"undirected"
"mind","worth",3,"undirected"
"see","barrier",12,"undirected"
"feel","barrier",13,"undirected"
"think","barrier",16,"undirected"
"look","barrier",16,"undirected"
"see","intern",13,"undirected"
"feel","intern",11,"undirected"
"think","intern",14,"undirected"
"look","intern",19,"undirected"
"mind","intern",4,"undirected"
"see","reveal",35,"undirected"
"feel","reveal",19,"undirected"
"think","reveal",25,"undirected"
"look","reveal",30,"undirected"
"mind","reveal",5,"undirected"
"see","collaps",34,"undirected"
"feel","collaps",31,"undirected"
"think","collaps",21,"undirected"
"look","collaps",20,"undirected"
"mind","collaps",10,"undirected"
"see","program",22,"undirected"
"feel","program",19,"undirected"
"think","program",20,"undirected"
"look","program",24,"undirected"
"mind","program",8,"undirected"
"see","experi",27,"undirected"
"feel","experi",43,"undirected"
"think","experi",44,"undirected"
"look","experi",30,"undirected"
"mind","experi",18,"undirected"
"see","kill",153,"undirected"
"feel","kill",93,"undirected"
"think","kill",194,"undirected"
"look","kill",114,"undirected"
"mind","kill",30,"undirected"
"see","identifi",24,"undirected"
"feel","identifi",12,"undirected"
"think","identifi",19,"undirected"
"look","identifi",27,"undirected"
"mind","identifi",6,"undirected"
"see","tag",12,"undirected"
"feel","tag",6,"undirected"
"think","tag",2,"undirected"
"look","tag",13,"undirected"
"mind","tag",1,"undirected"
"see","metal",106,"undirected"
"feel","metal",72,"undirected"
"think","metal",51,"undirected"
"look","metal",94,"undirected"
"mind","metal",10,"undirected"
"see","negoti",6,"undirected"
"feel","negoti",2,"undirected"
"think","negoti",11,"undirected"
"look","negoti",5,"undirected"
"see","entri",9,"undirected"
"feel","entri",4,"undirected"
"think","entri",9,"undirected"
"look","entri",17,"undirected"
"mind","entri",1,"undirected"
"see","code",17,"undirected"
"feel","code",15,"undirected"
"think","code",27,"undirected"
"look","code",17,"undirected"
"mind","code",15,"undirected"
"see","hesit",58,"undirected"
"feel","hesit",55,"undirected"
"think","hesit",78,"undirected"
"look","hesit",104,"undirected"
"mind","hesit",12,"undirected"
"see","punch",32,"undirected"
"feel","punch",43,"undirected"
"think","punch",28,"undirected"
"look","punch",31,"undirected"
"mind","punch",4,"undirected"
"see","skim",4,"undirected"
"feel","skim",2,"undirected"
"think","skim",4,"undirected"
"look","skim",9,"undirected"
"mind","skim",3,"undirected"
"see","shudder",24,"undirected"
"feel","shudder",37,"undirected"
"think","shudder",29,"undirected"
"look","shudder",28,"undirected"
"mind","shudder",9,"undirected"
"see","largest",15,"undirected"
"feel","largest",2,"undirected"
"think","largest",3,"undirected"
"look","largest",7,"undirected"
"mind","largest",1,"undirected"
"see","neutral",4,"undirected"
"feel","neutral",3,"undirected"
"think","neutral",4,"undirected"
"look","neutral",10,"undirected"
"see","wast",16,"undirected"
"feel","wast",16,"undirected"
"think","wast",29,"undirected"
"look","wast",22,"undirected"
"mind","wast",7,"undirected"
"feel","conserv",1,"undirected"
"think","conserv",3,"undirected"
"look","conserv",2,"undirected"
"mind","conserv",1,"undirected"
"see","chief",18,"undirected"
"feel","chief",7,"undirected"
"think","chief",7,"undirected"
"look","chief",26,"undirected"
"mind","chief",4,"undirected"
"see","surfac",63,"undirected"
"feel","surfac",60,"undirected"
"think","surfac",44,"undirected"
"look","surfac",49,"undirected"
"mind","surfac",20,"undirected"
"see","planet",35,"undirected"
"feel","planet",11,"undirected"
"think","planet",38,"undirected"
"look","planet",23,"undirected"
"mind","planet",6,"undirected"
"see","trail",44,"undirected"
"feel","trail",32,"undirected"
"think","trail",34,"undirected"
"look","trail",53,"undirected"
"mind","trail",9,"undirected"
"see","test",31,"undirected"
"feel","test",24,"undirected"
"think","test",31,"undirected"
"look","test",30,"undirected"
"mind","test",6,"undirected"
"see","enforc",9,"undirected"
"feel","enforc",6,"undirected"
"think","enforc",4,"undirected"
"look","enforc",9,"undirected"
"mind","enforc",1,"undirected"
"see","rule",17,"undirected"
"feel","rule",5,"undirected"
"think","rule",27,"undirected"
"look","rule",12,"undirected"
"mind","rule",3,"undirected"
"see","distort",12,"undirected"
"feel","distort",6,"undirected"
"think","distort",3,"undirected"
"look","distort",11,"undirected"
"mind","distort",1,"undirected"
"see","swarm",26,"undirected"
"feel","swarm",7,"undirected"
"think","swarm",16,"undirected"
"look","swarm",9,"undirected"
"mind","swarm",3,"undirected"
"see","circuit",9,"undirected"
"feel","circuit",8,"undirected"
"think","circuit",14,"undirected"
"look","circuit",12,"undirected"
"mind","circuit",6,"undirected"
"see","slaughter",1,"undirected"
"feel","slaughter",4,"undirected"
"think","slaughter",2,"undirected"
"look","slaughter",3,"undirected"
"mind","slaughter",3,"undirected"
"see","vent",11,"undirected"
"feel","vent",9,"undirected"
"think","vent",3,"undirected"
"look","vent",3,"undirected"
"mind","vent",1,"undirected"
"see","wide",105,"undirected"
"feel","wide",38,"undirected"
"think","wide",47,"undirected"
"look","wide",100,"undirected"
"mind","wide",13,"undirected"
"see","altern",14,"undirected"
"feel","altern",9,"undirected"
"think","altern",22,"undirected"
"look","altern",15,"undirected"
"mind","altern",4,"undirected"
"see","captur",7,"undirected"
"feel","captur",13,"undirected"
"think","captur",22,"undirected"
"look","captur",5,"undirected"
"mind","captur",2,"undirected"
"see","transit",3,"undirected"
"feel","transit",6,"undirected"
"think","transit",8,"undirected"
"look","transit",9,"undirected"
"mind","transit",1,"undirected"
"see","horror",40,"undirected"
"feel","horror",26,"undirected"
"think","horror",20,"undirected"
"look","horror",37,"undirected"
"mind","horror",16,"undirected"
"see","assault",11,"undirected"
"feel","assault",6,"undirected"
"think","assault",10,"undirected"
"look","assault",13,"undirected"
"mind","assault",6,"undirected"
"see","squad",6,"undirected"
"feel","squad",2,"undirected"
"think","squad",8,"undirected"
"look","squad",4,"undirected"
"see","vertic",3,"undirected"
"feel","vertic",1,"undirected"
"look","vertic",6,"undirected"
"mind","vertic",1,"undirected"
"see","video",54,"undirected"
"feel","video",9,"undirected"
"think","video",14,"undirected"
"look","video",28,"undirected"
"mind","video",7,"undirected"
"see","outward",3,"undirected"
"feel","outward",7,"undirected"
"think","outward",6,"undirected"
"look","outward",6,"undirected"
"mind","outward",2,"undirected"
"see","alarm",41,"undirected"
"feel","alarm",29,"undirected"
"think","alarm",30,"undirected"
"look","alarm",62,"undirected"
"mind","alarm",12,"undirected"
"see","readi",69,"undirected"
"feel","readi",65,"undirected"
"think","readi",62,"undirected"
"look","readi",105,"undirected"
"mind","readi",19,"undirected"
"see","flick",40,"undirected"
"feel","flick",9,"undirected"
"think","flick",25,"undirected"
"look","flick",42,"undirected"
"mind","flick",6,"undirected"
"see","possibl",134,"undirected"
"feel","possibl",63,"undirected"
"think","possibl",168,"undirected"
"look","possibl",108,"undirected"
"mind","possibl",48,"undirected"
"see","interrupt",27,"undirected"
"feel","interrupt",24,"undirected"
"think","interrupt",51,"undirected"
"look","interrupt",34,"undirected"
"mind","interrupt",5,"undirected"
"see","transfer",9,"undirected"
"feel","transfer",2,"undirected"
"think","transfer",7,"undirected"
"look","transfer",10,"undirected"
"mind","transfer",4,"undirected"
"see","grim",30,"undirected"
"feel","grim",15,"undirected"
"think","grim",27,"undirected"
"look","grim",43,"undirected"
"mind","grim",4,"undirected"
"see","object",55,"undirected"
"feel","object",31,"undirected"
"think","object",27,"undirected"
"look","object",39,"undirected"
"mind","object",14,"undirected"
"see","brain",74,"undirected"
"feel","brain",86,"undirected"
"think","brain",100,"undirected"
"look","brain",48,"undirected"
"mind","brain",44,"undirected"
"see","process",35,"undirected"
"feel","process",30,"undirected"
"think","process",39,"undirected"
"look","process",28,"undirected"
"mind","process",18,"undirected"
"see","send",37,"undirected"
"feel","send",33,"undirected"
"think","send",63,"undirected"
"look","send",34,"undirected"
"mind","send",12,"undirected"
"see","avail",12,"undirected"
"feel","avail",8,"undirected"
"think","avail",5,"undirected"
"look","avail",19,"undirected"
"mind","avail",3,"undirected"
"see","conclus",8,"undirected"
"feel","conclus",12,"undirected"
"think","conclus",18,"undirected"
"look","conclus",10,"undirected"
"mind","conclus",5,"undirected"
"see","repres",10,"undirected"
"feel","repres",8,"undirected"
"think","repres",10,"undirected"
"look","repres",10,"undirected"
"mind","repres",4,"undirected"
"see","symbol",15,"undirected"
"feel","symbol",3,"undirected"
"think","symbol",15,"undirected"
"look","symbol",15,"undirected"
"mind","symbol",4,"undirected"
"see","develop",14,"undirected"
"feel","develop",8,"undirected"
"think","develop",22,"undirected"
"look","develop",11,"undirected"
"mind","develop",6,"undirected"
"see","center",70,"undirected"
"feel","center",27,"undirected"
"think","center",29,"undirected"
"look","center",53,"undirected"
"mind","center",16,"undirected"
"see","sideway",14,"undirected"
"feel","sideway",8,"undirected"
"think","sideway",11,"undirected"
"look","sideway",25,"undirected"
"mind","sideway",4,"undirected"
"see","farther",31,"undirected"
"feel","farther",23,"undirected"
"think","farther",27,"undirected"
"look","farther",34,"undirected"
"mind","farther",3,"undirected"
"see","unless",21,"undirected"
"feel","unless",8,"undirected"
"think","unless",34,"undirected"
"look","unless",22,"undirected"
"mind","unless",6,"undirected"
"see","drop",143,"undirected"
"feel","drop",113,"undirected"
"think","drop",134,"undirected"
"look","drop",164,"undirected"
"mind","drop",30,"undirected"
"see","uniqu",6,"undirected"
"feel","uniqu",4,"undirected"
"think","uniqu",2,"undirected"
"look","uniqu",6,"undirected"
"mind","uniqu",3,"undirected"
"see","destroy",27,"undirected"
"feel","destroy",13,"undirected"
"think","destroy",40,"undirected"
"look","destroy",24,"undirected"
"mind","destroy",10,"undirected"
"see","assign",21,"undirected"
"feel","assign",16,"undirected"
"think","assign",28,"undirected"
"look","assign",15,"undirected"
"mind","assign",7,"undirected"
"see","oper",28,"undirected"
"feel","oper",29,"undirected"
"think","oper",29,"undirected"
"look","oper",41,"undirected"
"mind","oper",12,"undirected"
"see","generat",24,"undirected"
"feel","generat",11,"undirected"
"think","generat",13,"undirected"
"look","generat",14,"undirected"
"mind","generat",4,"undirected"
"see","hell",46,"undirected"
"feel","hell",38,"undirected"
"think","hell",66,"undirected"
"look","hell",69,"undirected"
"mind","hell",14,"undirected"
"see","rocki",9,"undirected"
"feel","rocki",1,"undirected"
"think","rocki",4,"undirected"
"look","rocki",7,"undirected"
"see","useless",6,"undirected"
"feel","useless",17,"undirected"
"think","useless",14,"undirected"
"look","useless",13,"undirected"
"mind","useless",5,"undirected"
"see","climb",84,"undirected"
"feel","climb",53,"undirected"
"think","climb",60,"undirected"
"look","climb",86,"undirected"
"mind","climb",14,"undirected"
"see","expans",5,"undirected"
"feel","expans",4,"undirected"
"think","expans",6,"undirected"
